Brand,Released Date,OS,Display,Camera,RAM,Battery,Price
Vivo,2022,"Android 12, Origin OS Ocean","6.78"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 8+ Gen 1,4700mAh Li-Po,"৳55,000.00"
Vivo,2022,"Android 12, Origin OS Ocean","6.78"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 8+ Gen 1,4700mAh Li-Po,"৳55,000.00"
Vivo,2022,"Android, Funtouch 12","6.58"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Snapdragon 680 4G,5000mAh Li-Po,"৳16,000.00"
Huawei,2022,EMUI 12,"6.7"" 1080x2388 pixels",50MP 1080p,4-8GB RAM Snapdragon 680 4G,5000mAh Li-Po,"৳25,000.00"
T-Mobile,2022,Android 12,"6.52"" 720x1600 pixels",13MP 1080p,4GB RAM Dimensity 700,4500mAh Li-Po,"৳20,000.00"
T-Mobile,2022,Android 12,"6.82"" 720x1640 pixels",50MP 1080p,6GB RAM Dimensity 700,5000mAh Li-Po,"৳28,000.00"
ZTE,2022,"Android 11, MiFavor 11","6.52"" 720x1600 pixels",13MP 1080p,2GB RAM Unisoc SC9863A,5000mAh Li-Ion,"৳10,000.00"
Symphony,2022,Android 12,"6.52"" 720x1600 pixels",13MP1080p,4GB RAM Helio G25,5000mAh Li-Po,"৳11,999.00"
BLU,2022,Android 11,"6.0"" 720x1440 pixels",13MP 1080p,3GB RAM,3000mAh Li-Ion,"৳12,000.00"
Symphony,2022,Android 11,"6.67"" 1080x2400 pixels",108MP 1080p,6GB RAM Helio P70,5000mAh Li-Po,"৳16,499.00"
Oppo,2022,"Android 11, ColorOS 12","6.43"" 1080x2400 pixels",64MP 1080p,8GB RAM Snapdragon 695 5G,4500mAh Li-Po,"৳35,000.00"
TCL,2022,"Android 12, TCL UI 3.0","6.82"" 720x1640 pixels",50MP 1080p,6GB RAM Helio A25,5000mAh Li-Ion,"৳20,000.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.43"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Dimensity 1300,4500mAh Li-Po,"৳35,000.00"
Motorola,2022,Android 11,"6.5"" 720x1600 pixels",16MP 1080p,3/4GB RAM MT6765V,5000mAh Li-Po,"৳20,000.00"
Honor,2022,"Android 12, Magic UI 6.1","6.67"" 1080x2400 pixels",54MP 2160p,8/12GB RAM Snapdragon 778G+ 5G,4800mAh Li-Ion,"৳60,000.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",13MP 1080p,3/4GB RAM Helio G35,5000mAh Li-Po,"৳18,990.00"
Motorola,2022,Android 12,"6.6"" 1080x2400 pixels",50MP 1080p,6GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳30,000.00"
Realme,2022,"Android 12, Realme UI 3.0","6.6"" 1080x2412 pixels",50MP 1080p,4GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳17,000.00"
ZTE,2022,Android 11,"6.75"" 1080x2400 pixels",13MP 1080p,3GB RAM Unisoc SC9863A,6000mAh Li-Ion,"৳12,000.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",48MP 1080p,6GB RAM Dimensity 810,5000mAh Li-Po,"৳28,000.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",48MP 1080p,8GB RAM Dimensity 810,5000mAh Li-Po,"৳28,000.00"
Sony,2022,Android 12,"6.5"" 1644x3840 pixels",12MP 2160p,12GB RAM Snapdragon 8 Gen 1,5000mAh Li-Po,"৳118,000.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.62"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 7 Gen 1,4500mAh Li-Po,"৳45,000.00"
Honor,2022,"Android 12, Magic UI 6.1","6.78"" 1200x2652 pixels",54MP 2160p,8/12GB RAM Dimensity 8000,4500mAh Li-Po,"৳55,000.00"
Xiaomi,2022,"Android 11, MIUI 13 for POCO","6.71"" 720x1650 pixels",13MP 1080p,3/4GB RAM JLQ JR510,6000mAh Li-Po,"৳12,000.00"
BLU,2022,Android 11,"6.5"" 720x1600 pixels",13MP 1080p,4GB RAM Helio G25,5000mAh Li-Po,"৳18,000.00"
Realme,2022,"Android 12, Realme UI 3.0","6.62"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 870 5G,5000mAh Li-Po,"৳36,000.00"
Realme,2022,"Android 11, Realme UI Go","6.5"" 720x1600 pixels",8MP 1080p,3/4GB RAM Unisoc Tiger T612,5000mAh Li-Po,"৳11,000.00"
Realme,2022,"Android 11, Realme UI Go","6.5"" 720x1600 pixels",8MP 1080p,3/4GB RAM Unisoc Tiger T612,5000mAh Li-Po,"৳11,000.00"
Xiaomi,2022,"Android 12, MIUI 13 for POCO","6.67"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 870 5G,4500mAh Li-Po,"৳35,000.00"
Motorola,2022,Android 12,"6.5"" 1080x2400 pixels",50MP 1080p,4/6GB RAM Snapdragon 680 4G,5000mAh Li-Po,"৳22,500.00"
Motorola,2022,Android 12,"6.5"" 1080x2400 pixels",50MP 2160p,4GB RAM Snapdragon 480+ 5G,5000mAh Li-Po,"৳27,000.00"
Samsung,2022,"Android 12, One UI Core 4.1","6.6"" 720x1600 pixels",50MP 1080p,4GB RAM Exynos 850,6000mAh Li-Po,"৳23,399.00"
Sony,2022,Android 12,"6.0"" 1080x2520 pixels",12MP 2160p,6GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳50,000.00"
Xiaomi,2022,"Android 12, MIUI 13 for POCO","6.67"" 1080x2400 pixels",108MP 1080p,6/8GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳25,000.00"
Energizer,2022,Android 11,"5.0"" 480x854 pixels",5MP 1080p,1GB RAM MT6739,3000mAh Li-Po,"৳8,000.00"
Itel,2022,Android 11,"6.6"" 720x1612 pixels",5MP 1080p,2GB RAM UNISOC SC9832E,4000mAh Li-Po,"৳8,690.00"
Vivo,2022,"Android 12, Origin OS Ocean","6.51"" 720x1600 pixels",13MP 1080p,4-8GB RAM Dimensity 700 5G,5000mAh Li-Po,"৳20,000.00"
TCL,2022,"Android 11, TCL UI","6.52"" 720x1600 pixels",13MP 1080p,4GB RAM Dimensity 700 5G,4500mAh Li-Po,"৳18,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.56"" 1080x2376 pixels",48MP 2160p,8/12GB RAM Snapdragon 888+ 5G,4350mAh Li-Po,"৳50,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.62"" 1080x2400 pixels",48MP 2160p,8/12GB RAM Snapdragon 888 5G,4500mAh Li-Po,"৳53,000.00"
ZTE,2022,"Android 12, MyOS 12","6.67"" 1080x2400 pixels",64MP 4320p,8-16GB RAM Snapdragon 8 Gen 1,5000mAh Li-Ion,"৳55,000.00"
Realme,2022,"Android 11, Realme UI 2.0","6.6"" 1080x2412 pixels",50MP 1080p,4/6GB RAM Helio G96,5000mAh Li-Po,"৳17,999.00"
Infinix,2022,"Android 11, XOS 10","6.78"" 1080x2460 pixels",48MP 2160p,8GB RAM Dimensity 900 5G,5000mAh Li-Po,"৳25,000.00"
Motorola,2022,Android 12,"6.5"" 720x1600 pixels",50MP 1080p,4GB RAM MT6765V,5000mAh Li-Po,"৳15,000.00"
Xiaomi,2022,"Android 11, MIUI 13","6.67"" 1080x2400 pixels",108MP 1080p,6/8GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳25,000.00"
Realme,2022,"Android 12, Realme UI 3.0","6.6"" 1080x2412 pixels",64MP 2160p,12GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳30,000.00"
Motorola,2022,Android 12,"6.7"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 8 Gen1,4800mAh Li-Po,"৳55,000.00"
Ulefone,2022,Android 12,"6.52"" 720x1600 pixels",20MP 1080p,6GB RAM Helio G85,10000mAh Li-Po,"৳25,000.00"
Ulefone,2022,Android 11,"5.45"" 720x1440 pixels",20MP 1080p,4GB RAM Helio P22,5180mAh Li-Po,"৳16,000.00"
Lenovo,2022,"Android 12, ZUI 13","6.92"" 1080x2460 pixels",64MP 4320p,12-18GB RAM Snapdragon 8 Gen 1,5600mAh Li-Po,"৳58,000.00"
Lava,2022,Android 11,"6.5"" 720x1600 pixels",8MP 1080p,2GB RAM Helio G35,5000mAh Li-Po,"৳8,000.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.55"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 888 5G,4800mAh Li-Po,"৳100,000.00"
Realme,2022,"Android 11, Realme UI 2.0","6.5"" 1080x2400 pixels",48MP 1080p,4/6GB RAM Dimensity 810 5G,5000mAh Li-Po,"৳17,000.00"
Realme,2022,"Android 11, Realme UI 2.0","6.6"" 1080x2412 pixels",48MP 2160p,6/8GB RAM Snapdragon 778G 5G,5000mAh Li-Po,"৳25,500.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.7"" 1440x3216 pixels",50MP 2160p,8/12GB RAM Snapdragon 8 Gen 1,5000mAh Li-Po,"৳95,000.00"
Xiaomi,2022,"Android 11, MIUI 13","6.67"" 1080x2400 pixels",108MP 1080p,6/8GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳28,000.00"
Xiaomi,2022,"Android 12, MIUI 13 for POCO","6.43"" 1080x2400 pixels",64MP 1080p,6/8GB RAM Helio G96,5000mAh Li-Po,"৳19,000.00"
Oppo,2022,"Android 11, ColorOS 11.1","6.59"" 1080x2412 pixels",50MP 1080p,8GB RAM Snapdragon 680 4G,5000mAh Li-Po,"৳30,000.00"
Samsung,2022,"Android 12, One UI 4.1","6.6"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Snapdragon 750G 5G,5000mAh Li-Po,"৳33,999.00"
Xiaomi,2022,"Android 12, MIUI 13","6.67"" 1080x2400 pixels",48MP 2160p,6-12GB RAM Snapdragon 870 5G,4500mAh Li-Po,"৳26,000.00"
Xiaomi,2022,"Android 11, MIUI 13","6.58"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Dimensity 700 5G,5000mAh Li-Po,"৳18,000.00"
Apple,2022,iOS 15.4,"4.7"" 750x1334 pixels",12MP 2160p,4GB RAM Apple A15 Bionic,Li-Ion,"৳52,000.00"
Huawei,2022,"Android 11, EMUI 12, no Google Play Services","6.78"" 1080x2388 pixels",108MP 2160p,8GB RAM Snapdragon 665,4000mAh Li-Po,"৳30,000.00"
Oppo,2022,"Android 11, ColorOS 12","6.43"" 1080x2400 pixels",64MP 1080p,8GB RAM Snapdragon 695 5G,4500mAh Li-Po,"৳35,000.00"
Realme,2022,"Android 11, Realme UI 2.0","6.6"" 1080x2408 pixels",50MP 1080p,4GB RAM Unisoc Tiger T612,5000mAh Li-Po,"৳16,999.00"
Vivo,2022,"Android 11, Funtouch 12","6.58"" 1080x2408 pixels",50MP 1080p,4-8GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳20,000.00"
Xiaomi,2022,"Android 12, MIUI 13","6.67"" 1440x3200 pixels",48MP 2160p,8/12GB RAM Dimensity 8100,5500mAh Li-Po,"৳35,000.00"
Xiaomi,2022,"Android 12, MIUI 13","6.67"" 1440x3200 pixels",108MP 2160p,8/12GB RAM Dimensity 9000,5000mAh Li-Po,"৳45,000.00"
Xiaomi,2022,"Android 11, MIUI 13","6.71"" 720x1600 pixels",50MP 1080p,4GB RAM Snapdragon 680 4G,5000mAh Li-Po,"৳14,999.00"
Ulefone,2022,Android 11,"6.52"" 720x1600 pixels",13MP 1080p,3GB RAM Unisoc Tiger T310,5500mAh Li-Po,"৳15,000.00"
Samsung,2022,"Android 12, One UI 4.1","6.6"" 1080x2408 pixels",50MP 1080p,3-6GB RAM Exynos 850,5000mAh Li-Po,"৳20,999.00"
Vivo,2022,"Android 11, Funtouch 11.1","6.51"" 720x1600 pixels",13MP 1080p,2/3GB RAM Helio P35,5000mAh Li-Po,"৳10,990.00"
Nokia,2022,Android 11,"6.5"" 720x1600 pixels",13MP 1080p,3GB RAM Unisoc T606,5050mAh Li-Po,"৳12,000.00"
Xiaomi,2022,"Android 11, MIUI 13","6.7"" 720x1600 pixels",50MP 1080p,4/6GB RAM Snapdragon 680 4G,6000mAh Li-Po,"৳13,500.00"
Oppo,2022,"Android 11, ColorOS 11.1","6.52"" 720x1600 pixels",13MP 1080p,3/4GB RAM Helio P22,4230mAh Li-Po,"৳14,990.00"
Honor,2022,"Android 11, Magic UI 4.2","6.7"" 1080x2388 pixels",64MP 1080p,6GB RAM Snapdragon 680 4G,4000mAh Li-Po,"৳26,000.00"
Oppo,2022,"Android 11, ColorOS 12","6.43"" 1080x2400 pixels",64MP 2160p,8GB RAM Dimensity 900 5G,4500mAh Li-Po,"৳50,000.00"
Samsung,2022,"Android 12, One UI 4.1","6.5"" 1080x2400 pixels",48MP 2160p,4-8GB RAM,5000mAh Li-Po,"৳58,999.00"
Huawei,2022,HarmonyOS 2.0,"6.5"" 1224x2700 pixels",50MP 2160p,8GB RAM Snapdragon 778G 4G,4100mAh Li-Po,"৳60,000.00"
Motorola,2022,Android 12,"6.7"" 1080x2460 pixels",50MP 2160p,8/12GB RAM Snapdragon 8 Gen1,4800mAh Li-Po,"৳80,000.00"
Samsung,2022,"Android 12, One UI 4.1","6.6"" 1080x2408 pixels",50MP 1080p,4-8GB RAM Snapdragon 680 4G,5000mAh Li-Po,"৳31,499.00"
Vivo,2022,"Android 11, Origin OS Ocean","6.51"" 720x1600 pixels",13MP 2160p,4/8GB RAM Snapdragon 680 4G,5000mAh Li-Po,"৳15,000.00"
Oppo,2022,"Android 11, ColorOS 11.1","6.59"" 1080x2412 pixels",50MP 1080p,6/8GB RAM Snapdragon 680 4G,5000mAh Li-Po,"৳20,000.00"
Honor,2022,"Android 11, Magic UI 4.2","6.81"" 1080x2388 pixels",48MP 1080p,8GB RAM Snapdragon 695 5G,4800mAh Li-Po,"৳25,000.00"
Realme,2022,"Android 12, Realme UI 3.0","6.7"" 1080x2400 pixels",50MP 2160p,6-12GB RAM Dimensity 8100,5000mAh Li-Po,"৳36,000.00"
Realme,2022,"Android 12, Realme UI 3.0","6.7"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Dimensity 8100,4500mAh Li-Po,"৳39,000.00"
Honor,2022,"Android 12, Magic UI 6, Google Play Services","6.81"" 1224x2664 pixels",50MP 2160p,8/12GB RAM Snapdragon 8 Gen 1,4800mAh Li-Po,"৳90,000.00"
Xiaomi,2022,"Android 11, MIUI 12.5","6.53"" 720x1600 pixels",13MP 1080p,3-6GB RAM Helio G25,5000mAh Li-Po,"৳12,999.00"
Realme,2022,"Android 11, Realme UI 2.0","6.5"" 720x1600 pixels",13MP 1080p,4GB RAM Unisoc Tiger T612,5000mAh Li-Po,"৳13,990.00"
Itel,2022,Android 11,"6.8"" 720x1612 pixels",13MP 1080p,2GB RAM Unisoc SC9863A,6000mAh Li-Po,"৳12,000.00"
Tecno,2022,"Android 11, HIOS","6.9"" 1080x2460 pixels",50MP 1440p,4/6GB RAM Helio G88,7000mAh Li-Po,"৳18,000.00"
Itel,2022,Android 11,"6.6"" 720x1612 pixels",8MP 1080p,2GB RAM,5000mAh Li-Po,"৳8,000.00"
Micromax,2022,Android 11,"6.52"" 720x1600 pixels",8MP 1080p,3GB RAM Unisoc T610,5000mAh Li-Po,"৳10,000.00"
Huawei,2022,"EMUI 12, no Google Play Services","6.75"" 720x1600 pixels",48MP 1080p,4GB RAM Unspecified,6000mAh Li-Po,"৳20,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.44"" 1080x2404 pixels",50MP 1080p,4-8GB RAM Snapdragon 680 4G,5000mAh Li-Po,"৳30,000.00"
Nokia,2022,Android 11,"6.5"" 720x1600 pixels",8MP 720p,2/3GB RAM Unisoc SC9863A,3000mAh Li-Po,"৳10,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.44"" 1080x2404 pixels",64MP 1080p,6/8/12GB RAM Snapdragon 778G 5G,4700mAh Li-Po,"৳35,000.00"
OnePlus,2022,"Android 12, OxygenOS 12.1","6.7"" 1080x2412 pixels",50MP 2160p,12GB RAM Dimensity 8100-Max,4500mAh Li-Po,"৳50,000.00"
OnePlus,2022,"Android 12, OxygenOS 12.1","6.7"" 1080x2412 pixels",50MP 2160p,12GB RAM Dimensity 8100-Max,4500mAh Li-Po,"৳50,000.00"
OnePlus,2022,"Android 12, OxygenOS 12.1","6.7"" 1080x2412 pixels",50MP 2160p,8/12GB RAM Dimensity 8100 Max,5000mAh Li-Po,"৳52,000.00"
Xiaomi,2022,"Android 11, MIUI 13","6.58"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Dimensity 700,5000mAh Li-Po,"৳15,500.00"
Motorola,2022,Android 11,"6.5"" 720x1560 pixels",16MP 1080p,4GB RAM Unisoc T606,5000mAh Li-Po,"৳15,999.00"
Huawei,2022,HarmonyOS 2.0,"7.8"" 2200x2480 pixels",50MP 2160p,8/12GB RAM Snapdragon 888 4G,4880mAh Li-Po,"৳140,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.44"" 1080x2404 pixels",64MP 1080p,6/8GB RAM Snapdragon 778G 5G,4700mAh Li-Po,"৳30,000.00"
Xiaomi,2022,"Android 11, MIUI 12.5","6.5"" 1080x2400 pixels",50MP 1080p,4/6GB RAM Helio G88,6000mAh Li-Po,"৳16,000.00"
Infinix,2022,"Android 12, XOS 10.6","6.82"" 720x1640 pixels",50MP 1080p,4GB RAM Helio G85,5000mAh Li-Po,"৳18,000.00"
Vivo,2022,"Android 12, Origin OS Ocean","6.62"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Snapdragon 870 5G,4700mAh Li-Po,"৳28,000.00"
Motorola,2022,Android 12,"6.5"" 1080x2400 pixels",50MP 2160p,6/8GB RAM Snapdragon 778G+ 5G,4020mAh Li-Po,"৳37,000.00"
Ulefone,2022,Android 12,"6.1"" 720x1560 pixels",13MP 1080p,3GB RAM Helio A22,3300mAh Li-Po,"৳15,000.00"
ZTE,2022,"Android 12, MyOS 12","6.8"" 1116x2480 pixels",64MP 4320p,8-16GB RAM Snapdragon 8 Gen 1,5000mAh Li-Po,"৳94,000.00"
Motorola,2022,Android 12,"6.5"" 720x1600 pixels",50MP 1080p,6GB RAM Dimensity 700,5000mAh Li-Po,"৳38,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.44"" 1080x2408 pixels",50MP 1080p,8GB RAM Helio G96,4050mAh Li-Po,"৳25,000.00"
OnePlus,2022,"Android 11, OxygenOS 12.1","6.43"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Dimensity 1300,4500mAh Li-Po,"৳54,990.00"
Realme,2022,"Android 12, Realme UI 3.0","6.6"" 1080x2408 pixels",48MP 1080p,4/6GB RAM Dimensity 810,5000mAh Li-Po,"৳20,000.00"
Realme,2022,"Android 12, Realme UI 3.0","6.4"" 1080x2400 pixels",48MP 1080p,6/8GB RAM Dimensity 920,5000mAh Li-Po,"৳26,000.00"
Honor,2022,"Android 11, Magic UI 5.0","6.5"" 720x1600 pixels",13MP 1080p,4/8GB RAM Snapdragon 480+ 5G,5000mAh Li-Po,"৳16,000.00"
Vivo,2022,"Android 12, Origin OS Ocean","6.62"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Snapdragon 870 5G,4500mAh Li-Po,"৳38,000.00"
Vivo,2022,"Android 12, Origin OS Ocean","6.56"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Dimensity 8100,4500mAh Li-Po,"৳50,000.00"
Alcatel,2022,Android 11,"5.5"" 720x1440 pixels",8MP 1080p,2GB RAM Helio A22,3000mAh Li-Ion,"৳12,000.00"
Vivo,2022,"Android 12, OriginOS 2.0","6.58"" 1080x2408 pixels",50MP 2160p,8GB RAM Dimensity 1300,6000mAh Li-Po,"৳25,000.00"
OnePlus,2022,"Android 12, ColorOS 12.1","6.59"" 1080x2412 pixels",64MP 2160p,8/12GB RAM Dimensity 8100-Max,5000mAh Li-Po,"৳30,000.00"
Xiaomi,2022,"Android 12, MIUI 13","6.6"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Dimensity 8100,5080mAh Li-Po,"৳30,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.62"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Snapdragon 870 5G,4700mAh Li-Po,"৳41,000.00"
ZTE,2022,"Android 12, MyOS 12","6.67"" 1080x2400 pixels",100MP 2160p,8/12GB RAM Snapdragon 870 5G,5000mAh Li-Ion,"৳45,000.00"
Symphony,2022,Android 12,"6.6"" 720x1600 pixels",52MP 1080p,4GB RAM T606,5030mAh Li-Po,"৳11,499.00"
Itel,2022,Android 12,"6.6"" 720x1080 pixels",16MP 1080p,4GB RAM Unisoc T606,5000mAh Li-Po,"৳13,690.00"
Leica,2022,Android 12,"6.6"" 1080x2400 pixels",47MP 1080p,12GB RAM Snapdragon 8 Gen 1,5000mAh Li-Po,"৳160,000.00"
Huawei,2022,"EMUI 12, no Google Play Services","6.52"" 720x1600 pixels",50MP 1080p,4/6GB RAM,5000mAh Li-Po,"৳20,000.00"
Oukitel,2022,Android 12,"6.78"" 720x1640 pixels",64MP 1080p,12GB RAM Helio G99,9800mAh Li-Ion,"৳30,000.00"
Vivo,2022,"Android 11, Origin OS Ocean","6.58"" 1080x2408 pixels",64MP 2160p,8/12GB RAM Dimensity 700,5000mAh Li-Po,"৳30,000.00"
Symphony,2022,Android 11,"6.0"" 720x1440 pixels",8MP 1080p,2GB RAM SC9832E,3150mAh Li-Po,"৳7,499.00"
Symphony,2022,Android 12,"6.6"" 720x1600 pixels",8MP 1080p,3GB RAM MediaTek A22,5070mAh Li-Po,"৳9,999.00"
Xiaomi,2022,"Android 12, MIUI 13","6.67"" 1080x2400 pixels",48MP 1080p,4-8GB RAM Snapdragon 4 Gen 1,5000mAh Li-Po,"৳18,000.00"
Xiaomi,2022,"Android 12, MIUI 13","6.67"" 1080x2400 pixels",50MP 2160p,6-12GB RAM Dimensity 1080,5000mAh Li-Po,"৳37,999.00"
Xiaomi,2022,"Android 12, MIUI 13","6.67"" 1080x2400 pixels",200MP 2160p,8/12GB RAM Dimensity 1080,5000mAh Li-Po,"৳39,000.00"
Xiaomi,2022,"Android 12, MIUI 13","6.67"" 1080x2400 pixels",200MP 2160p,8GB RAM Dimensity 1080,4300mAh Li-Po,"৳40,000.00"
TCL,2022,"Android 12, TCL UI","6.6"" 720x1600 pixels",13MP 1080p,2GB RAM Helio G25,5000mAh Li-Po,"৳15,000.00"
OnePlus,2022,"Android 13, OxygenOS 13","6.56"" 720x1612 pixels",48MP 1080p,4GB RAM Dimensity 810,5000mAh Li-Po,"৳25,000.00"
Samsung,2022,"Android 12, One UI Core 4.1","6.5"" 720x1600 pixels",13MP 1080p,3/4GB RAM,5000mAh Li-Po,"৳14,899.00"
Doogee,2022,Android 12,"6.52"" 720x1600 pixels",8MP 720p,3GB RAM Helio A22,4200mAh Li-Po,"৳10,000.00"
Doogee,2022,Android 12,"6.52"" 720x1600 pixels",12MP 1080p,4GB RAM Helio G25,4200mAh Li-Po,"৳12,000.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",50MP 1080p,6/8GB RAM Dimensity 700,5000mAh Li-Po,"৳25,000.00"
Realme,2022,"Android 12, Realme UI 3.0","6.4"" 1080x2400 pixels",50MP 1080p,4-8GB RAM Helio G99,5000mAh Li-Po,"৳16,500.00"
Realme,2022,"Android 12, Realme UI 3.0","6.6"" 1080x2408 pixels",50MP 1080p,8GB RAM Dimensity 700,5000mAh Li-Po,"৳25,000.00"
Huawei,2022,HarmonyOS 3.0,"6.9"" 1188x2790 pixels",40MP 2160p,8GB RAM Snapdragon 778G 4G,4000mAh Li-Po,"৳90,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.44"" 1080x2404 pixels",64MP 2160p,8GB RAM Dimensity 800U,4000mAh Li-Po,"৳40,000.00"
Asus,2022,Android 12,"6.78"" 1080x2448 pixels",50MP 2160p,16GB RAM Snapdragon 8+ Gen 1,6000mAh Li-Po,"৳142,000.00"
Honor,2022,"Android 12, Magic UI 7","6.67"" 1080x2400 pixels",160MP 2160p,8/12GB RAM Snapdragon 782G,4800mAh Li-Po,"৳40,000.00"
Honor,2022,"Android 12, Magic UI 7","6.78"" 1200x2652 pixels",160MP 2160p,8/12GB RAM Snapdragon 8+ Gen 1,4800mAh Li-Po,"৳60,000.00"
Realme,2022,"Android 13, Realme UI 4.0","6.72"" 1080x2400 pixels",108MP 1080p,8/12GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳27,000.00"
Realme,2022,"Android 13, Realme UI 4.0","6.7"" 1080x2400 pixels",108MP 2160p,8/12GB RAM Dimensity 1080,5000mAh Li-Po,"৳36,000.00"
Blackview,2022,"Android 12, Doke OS G0 3.0","6.5"" 720x1600 pixels",13MP 1080p,2GB RAM Unisoc SC9863A1,5180mAh Li-Ion,"৳15,000.00"
Blackview,2022,"Android 12, Doke OS 3.0","6.5"" 720x1612 pixels",50MP 1080p,8GB RAM Unisoc T606,4480mAh Li-Ion,"৳20,000.00"
Oppo,2022,"Android 13, ColorOS 13","6.7"" 1080x2400 pixels",108MP 1080p,8/12GB RAM Snapdragon 695 5G,4800mAh Li-Po,"৳28,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.51"" 720x1600 pixels",8MP 1080p,3GB RAM,5000mAh Li-Po,"৳11,999.00"
Vivo,2022,"Android 13, Funtouch, Origin OS 3","6.78"" 1260x2800 pixels",50MP 2160p,8/12GB RAM Dimensity 9200,4810mAh Li-Po,"৳70,000.00"
Lava,2022,Android 12,"6.52"" 720x1600 pixels",13MP 1080p,3GB RAM Mediatek Helio,5000mAh Li-Po,"৳10,000.00"
Itel,2022,Android 11,"6.6"" 720x1080 pixels",8MP 1080p,3/4GB RAM,5000mAh Li-Po,"৳10,190.00"
Tecno,2022,Android 12,"6.82"" 1080x2460 pixels",64MP 1440p,8GB RAM Helio G99,6000mAh Li-Po,"৳21,990.00"
Tecno,2022,"Android 12, HIOS","6.66"" 1080x2460 pixels",50MP 1440p,8GB RAM Helio G99,6000mAh Li-Po,"৳26,990.00"
Oppo,2022,Android 12,"6.43"" 1080x2400 pixels",64MP 1080p,8GB RAM Helio G35 SoC,4500mAh Li-Po,"৳29,990.00"
Itel,2022,Android 11,"5.0"" 720 x 1520 pixels",2MP 720P,2GB RAM Unisoc SC9832e,3020mAh Li-Ion,"৳6,990.00"
Symphony,2022,Android 11,"6.6"" 720x1600 pixels",5MP 1080p,2GB RAM,4050mAh Li-Po,"৳7,199.00"
Itel,2022,Android 11,"6.3"" 720 x 1600 pixels",5MP 720P,2GB RAM Unisoc SC9832e,4000mAh Li-Ion,"৳7,990.00"
OnePlus,2022,Android 12,"6.7"" 1080x2412 pixels",50MP 2160p,12/16GB RAM Snapdragon 8+ Gen 1,4800mAh Li-Po,"৳70,000.00"
Tecno,2022,"Android 12, HIOS 8.6","6.82"" 720x1640 pixels",16MP 1080p,4/6GB RAM Helio G85,7000mAh Li-Po,"৳18,990.00"
Infinix,2022,"Android 12, XOS 10.6","6.6"" 1080x2408 pixels",50MP 1440p,4GB RAM Dimensity 810,5000mAh Li-Po,"৳25,000.00"
Xiaomi,2022,"Android 12, MIUI 13","6.67"" 1220x2712 pixels",108MP 2160p,8GB RAM Dimensity 8100 Ultra,5000mAh Li-Po,"৳48,000.00"
Xiaomi,2022,"Android 12, MIUI 13","6.67"" 1220x2712 pixels",200MP 4320p,8/12GB RAM Snapdragon 8+ Gen 1,5000mAh Li-Po,"৳75,000.00"
