Brand,Released Year,OS,Display (inches),Display (pixels),Camera,Camera Resolution,RAM,Battery Capacity,Price
TCL,2022,Android 12,"6.6""",720x1600,13MP,1080,2GB,5000mAh,"৳15,000.00"
Itel,2020,Android 9.0,"6.5""",720x1600,13MP,1080,2GB,5000mAh,"৳7,500.00"
Tecno,2021,Android 11,"6.52""",720x1600,16MP,1080,2GB,5000mAh,"৳10,000.00"
Samsung,2021,Android 11,"6.5""",720x1600,8MP,1080,2GB,5000mAh,"৳11,999.00"
Lava,2022,Android 11,"6.5""",720x1600,8MP,1080,2GB,5000mAh,"৳8,000.00"
Lava,2021,Android 11,"6.51""",720x1600,8MP,1080,2GB,5000mAh,"৳8,000.00"
Infinix,2021,Android 11,"6.6""",720x1600,8MP,1080,2GB,5000mAh,"৳9,090.00"
Honor,2023,Android 12,"6.5""",720x1600,8MP,1080,2GB,5000mAh,"৳12,000.00"
Xiaomi,2022,Android 12,"6.52""",720x1600,8MP,1080,2GB,5000mAh,"৳9,190.00"
Tecno,2022,Android 12,"6.6""",720x1600,8MP,1080,2GB,5000mAh,"৳10,490.00"
Xiaomi,2022,Android 11,"6.53""",720x1600,13MP,1080,3GB,5000mAh,"৳12,999.00"
Tecno,2022,Android 12,"6.6""",720x1600,13MP,1080,3GB,5000mAh,"৳12,000.00"
Samsung,2020,Android 10,"6.5""",720x1600,48MP,1080,3GB,5000mAh,"৳16,999.00"
Huawei,2020,Android 10,"6.3""",720x1600,13MP,1080,3GB,5000mAh,"৳16,999.00"
Xiaomi,2020,Android 10,"6.43""",720x1600,13MP,1080,3GB,5000mAh,"৳11,999.00"
Vivo,2020,Android 10,"6.51""",720x1600,13MP,1080,3GB,5000mAh,"৳12,990.00"
Realme,2021,Android 10,"6.52""",720x1600,13MP,1080,3GB,5000mAh,"৳10,990.00"
Xiaomi,2021,Android 10,"6.53""",720x1600,13MP,1080,3GB,5000mAh,"৳12,999.00"
Samsung,2021,Android 10.0,"6.5""",720x1600,13MP,1080,3GB,5000mAh,"৳12,999.00"
Samsung,2021,Android 11,"6.5""",720x1600,13MP,1080,3GB,5000mAh,"৳18,599.00"
Vivo,2021,Android 11,"6.52""",720x1600,13MP,1080,3GB,5000mAh,"৳14,990.00"
Samsung,2022,Android 12,"6.5""",720x1600,13MP,1080,3GB,5000mAh,"৳14,899.00"
Tecno,2023,Android 12,"6.56""",720x1600,13MP,1080,3GB,5000mAh,"৳10,990.00"
Motorola,2022,Android 11,"6.5""",720x1600,16MP,1080,3GB,5000mAh,"৳20,000.00"
Samsung,2021,Android 11,"6.5""",720x1600,48MP,1080,3GB,5000mAh,"৳20,000.00"
Samsung,2021,Android 11,"6.5""",720x1600,48MP,1080,3GB,5000mAh,"৳15,000.00"
Samsung,2022,Android 11,"6.5""",720x1600,48MP,1080,3GB,5000mAh,"৳14,999.00"
Samsung,2022,Android 12,"6.5""",720x1600,50MP,1080,3GB,5000mAh,"৳16,999.00"
Realme,2022,Android 12,"6.5""",720x1600,50MP,1080,3GB,5000mAh,"৳12,999.00"
Samsung,2022,Android 12,"6.5""",720x1600,50MP,1080,3GB,5000mAh,"৳19,999.00"
Nokia,2022,Android 12,"6.52""",720x1600,50MP,1080,3GB,5000mAh,"৳15,000.00"
Realme,2022,Android 11,"6.5""",720x1600,8MP,1080,3GB,5000mAh,"৳11,000.00"
Realme,2022,Android 11,"6.5""",720x1600,8MP,1080,3GB,5000mAh,"৳11,000.00"
Realme,2019,Android 9.0,"6.5""",720x1600,12MP,2160,3GB,5000mAh,"৳13,000.00"
Oppo,2019,Android 9.0,"6.5""",720x1600,12MP,2160,3GB,5000mAh,"৳16,990.00"
Realme,2020,Android 9.0,"6.52""",720x1600,12MP,2160,3GB,5000mAh,"৳12,990.00"
Motorola,2021,Android 10,"6.6""",720x1600,48MP,2160,3GB,5000mAh,"৳18,000.00"
Realme,2020,Android 10.0,"6.5""",720x1600,48MP,2160,3GB,5000mAh,"৳16,990.00"
Realme,2020,Android 10,"6.5""",720x1600,12MP,1080,3GB,5000mAh,"৳14,500.00"
Honor,2020,Android 10,"6.3""",720x1600,13MP,1080,3GB,5000mAh,"৳13,000.00"
BLU,2021,Android 10,"6.5""",720x1600,13MP,1080,3GB,5000mAh,"৳12,000.00"
BLU,2021,Android 10,"6.5""",720x1600,13MP,1080,3GB,5000mAh,"৳9,000.00"
Motorola,2021,Android 10,"6.5""",720x1600,13MP,1080,3GB,5000mAh,"৳16,000.00"
Samsung,2021,Android 10,"6.5""",720x1600,13MP,1080,3GB,5000mAh,"৳10,000.00"
Vivo,2020,Android 10,"6.51""",720x1600,13MP,1080,3GB,5000mAh,"৳13,000.00"
Vivo,2021,Android 10,"6.51""",720x1600,13MP,1080,3GB,5000mAh,"৳15,000.00"
Symphony,2020,Android 10.0,"6.52""",720x1600,13MP,1080,3GB,5000mAh,"৳9,790.00"
Symphony,2021,Android 10.0,"6.52""",720x1600,13MP,1080,3GB,5000mAh,"৳8,590.00"
Maximus,2021,Android 11,"6.5""",720x1600,13MP,1080,3GB,5000mAh,"৳9,949.00"
Vivo,2021,Android 11,"6.51""",720x1600,13MP,1080,3GB,5000mAh,"৳11,990.00"
Vivo,2021,Android 11,"6.51""",720x1600,13MP,1080,3GB,5000mAh,"৳15,000.00"
Vivo,2021,Android 11,"6.51""",720x1600,13MP,1080,3GB,5000mAh,"৳14,599.00"
Vivo,2022,Android 11,"6.51""",720x1600,13MP,1080,3GB,5000mAh,"৳15,000.00"
Vivo, ,Android 11,"6.51""",720x1600,13MP,1080,3GB,5000mAh,"৳15,000.00"
Symphony,2021,Android 11,"6.52""",720x1600,13MP,1080,3GB,5000mAh,"৳9,390.00"
Walton,2022,Android 11,"6.52""",720x1600,13MP,1080,3GB,5000mAh,"৳10,190.00"
Walton,2022,Android 11,"6.52""",720x1600,13MP,1080,3GB,5000mAh,"৳10,190.00"
Lava,2023,Android 12,"6.5""",720x1600,13MP,1080,3GB,5000mAh,"৳12,000.00"
Vivo,2022,Android 12,"6.51""",720x1600,13MP,1080,3GB,5000mAh,"৳16,999.00"
Lava,2022,Android 12,"6.52""",720x1600,13MP,1080,3GB,5000mAh,"৳12,000.00"
Lava,2022,Android 12,"6.52""",720x1600,13MP,1080,3GB,5000mAh,"৳10,000.00"
Motorola,2022,Android 12,"6.5""",720x1600,16MP,1080,3GB,5000mAh,"৳16,000.00"
ZTE,2023,Android 12,"6.75""",720x1600,50MP,1080,3GB,5000mAh,"৳13,999.00"
Symphony,2023,Android 12,"6.6""",720x1600,52MP,1080,3GB,5000mAh,"৳9,999.00"
Lava,2022,Android 11,"6.52""",720x1600,8MP,1080,3GB,5000mAh,"৳8,000.00"
Micromax,2022,Android 11,"6.52""",720x1600,8MP,1080,3GB,5000mAh,"৳10,000.00"
Vivo,2022,Android 12,"6.51""",720x1600,8MP,1080,3GB,5000mAh,"৳11,999.00"
Vivo,2023,Android 12,"6.51""",720x1600,8MP,1080,3GB,5000mAh,"৳12,999.00"
Infinix,2022,Android 12,"6.82""",720x1600,8MP,1080,3GB,5000mAh,"৳12,000.00"
Symphony,2022,Android 13,"6.56""",720x1600,8MP,1080,3GB,5000mAh,"৳8,699.00"
Tecno,2021,Android 11,"6.52""",720x1600,8MP,1080,3GB,5000mAh,"৳9,990.00"
Honor,2021,Android 10,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳13,000.00"
Honor,2022,Android 11,"6.74""",720x1600,13MP,1080,4GB,5000mAh,"৳15,000.00"
Vivo,2022,Android 12,"6.51""",720x1600,13MP,1080,4GB,5000mAh,"৳20,000.00"
Vivo,2022,Android 13,"6.51""",720x1600,13MP,1080,4GB,5000mAh,"৳18,000.00"
Vivo,2023,Android 13,"6.51""",720x1600,13MP,1080,4GB,5000mAh,"৳20,000.00"
Motorola,2022,Android 13,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳30,000.00"
Xiaomi,2023,Android 13,"6.74""",720x1600,50MP,1080,4GB,5000mAh,"৳17,000.00"
Xiaomi,2023,Android 13,"6.74""",720x1600,50MP,1080,4GB,5000mAh,"৳12,000.00"
Vivo,2021,Android 11,"6.51""",720x1600,13MP,2160,4GB,5000mAh,"৳20,000.00"
Oppo,2020,Android 10,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳18,990.00"
Xiaomi,2021,Android 10,"6.53""",720x1600,13MP,1080,4GB,5000mAh,"৳13,999.00"
Huawei,2020,Android 10,"6.6""",720x1600,13MP,1080,4GB,5000mAh,"৳22,000.00"
Vivo,2021,Android 11,"6.51""",720x1600,13MP,1080,4GB,5000mAh,"৳14,000.00"
Micromax,2021,Android 11,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳10,000.00"
Walton,2022,Android 11,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳13,999.00"
Alcatel,2020,Android 10,"6.52""",720x1600,16MP,1080,4GB,5000mAh,"৳18,000.00"
Samsung,2021,Android 11,"6.4""",720x1600,48MP,1080,4GB,5000mAh,"৳22,499.00"
Samsung,2021,Android 11,"6.4""",720x1600,48MP,1080,4GB,5000mAh,"৳25,000.00"
Samsung,2021,Android 11,"6.5""",720x1600,48MP,1080,4GB,5000mAh,"৳15,000.00"
Tecno,2021,Android 11,"6.6""",720x1600,48MP,1080,4GB,5000mAh,"৳13,490.00"
Tecno,2021,Android 11,"6.6""",720x1600,48MP,1080,4GB,5000mAh,"৳16,990.00"
Oppo,2021,Android 11,"6.51""",720x1600,50MP,1080,4GB,5000mAh,"৳20,000.00"
Vivo,2022,Android 11,"6.51""",720x1600,50MP,1080,4GB,5000mAh,"৳17,990.00"
Samsung,2022,Android 12,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳17,500.00"
Wiko,2022,Android 12,"6.75""",720x1600,50MP,1080,4GB,5000mAh,"৳15,000.00"
Lava,2023,Android 13,"6.56""",720x1600,50MP,1080,4GB,5000mAh,"৳15,000.00"
Samsung,2023,Android 13,"6.7""",720x1600,50MP,1080,4GB,5000mAh,"৳17,599.00"
Lenovo,2021,Android 11,"6.51""",720x1600,64MP,1080,4GB,5000mAh,"৳16,000.00"
Vivo,2023,Android 12,"6.51""",720x1600,8MP,1080,4GB,5000mAh,"৳18,000.00"
Realme,2021,Android 11,"6.5""",720x1600,13MP,2160,4GB,5000mAh,"৳18,000.00"
Motorola,2021,Android 11,"6.5""",720x1600,64MP,2160,4GB,5000mAh,"৳19,999.00"
Oppo,2020,Android 10,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳16,000.00"
Oppo,2021,Android 10,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳15,000.00"
Honor,2022,Android 11,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳16,000.00"
Realme,2022,Android 12,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳20,000.00"
Realme,2023,Android 12,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳22,000.00"
Oppo,2019,Android 9.0,"6.5""",720x1600,48MP,1080,4GB,5000mAh,"৳20,990.00"
Oppo,2021,Android 11,"6.52""",720x1600,50MP,1080,4GB,5000mAh,"৳25,000.00"
Motorola,2023,Android 13,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳28,000.00"
Tecno,2023,Android 13,"6.6""",720x1600,50MP,1080,4GB,5000mAh,"৳18,000.00"
Vivo,2022,Android 11,"6.51""",720x1600,13MP,2160,4GB,5000mAh,"৳15,000.00"
Realme,2020,Android 10,"6.5""",720x1600,12MP,1080,4GB,5000mAh,"৳13,000.00"
Oppo,2020,Android 10,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳20,000.00"
Realme,2021,Android 10,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳12,990.00"
Walton,2021,Android 10,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳11,999.00"
Vivo,2020,Android 10,"6.51""",720x1600,13MP,1080,4GB,5000mAh,"৳14,990.00"
Oppo,2021,Android 10,"6.51""",720x1600,13MP,1080,4GB,5000mAh,"৳19,999.00"
Vivo,2021,Android 10,"6.51""",720x1600,13MP,1080,4GB,5000mAh,"৳14,990.00"
Xiaomi,2020,Android 10,"6.53""",720x1600,13MP,1080,4GB,5000mAh,"৳12,000.00"
Xiaomi,2020,Android 10,"6.53""",720x1600,13MP,1080,4GB,5000mAh,"৳12,999.00"
Xiaomi,2020,Android 10,"6.53""",720x1600,13MP,1080,4GB,5000mAh,"৳11,500.00"
Xiaomi,2021,Android 10,"6.53""",720x1600,13MP,1080,4GB,5000mAh,"৳12,000.00"
Huawei,2021,Android 10,"6.6""",720x1600,13MP,1080,4GB,5000mAh,"৳18,000.00"
Honor,2020,Android 10.0,"6.3""",720x1600,13MP,1080,4GB,5000mAh,"৳11,500.00"
Symphony,2020,Android 10.0,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳10,890.00"
Symphony,2021,Android 10.0,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳10,490.00"
OnePlus,2021,Android 11,"6.49""",720x1600,13MP,1080,4GB,5000mAh,"৳15,500.00"
BLU,2022,Android 11,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳18,000.00"
Realme,2022,Android 11,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳13,990.00"
Vivo,2021,Android 11,"6.51""",720x1600,13MP,1080,4GB,5000mAh,"৳16,990.00"
Vivo,2021,Android 11,"6.51""",720x1600,13MP,1080,4GB,5000mAh,"৳15,000.00"
Vivo,2022,Android 11,"6.51""",720x1600,13MP,1080,4GB,5000mAh,"৳18,000.00"
Oppo,2021,Android 11,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳20,000.00"
Symphony,2022,Android 11,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳11,100.00"
Samsung,2022,Android 12,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳14,000.00"
Samsung,2023,Android 12,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳12,000.00"
Vivo, ,Android 12,"6.51""",720x1600,13MP,1080,4GB,5000mAh,"৳20,000.00"
Lava,2022,Android 12,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳12,000.00"
Lava,2023,Android 12,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳12,000.00"
Tecno,2022,Android 12,"6.6""",720x1600,13MP,1080,4GB,5000mAh,"৳14,990.00"
BLU,2023,Android 13,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳12,000.00"
Lava,2023,Android 13,"6.5""",720x1600,13MP,1080,4GB,5000mAh,"৳14,000.00"
Lava,2024,Android 13,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳10,000.00"
Realme,2024,Android 13,"6.74""",720x1600,13MP,1080,4GB,5000mAh,"৳10,999.00"
BLU,2023,Android 13,"6.8""",720x1600,13MP,1080,4GB,5000mAh,"৳15,000.00"
Huawei,2021,HarmonyOS 2.0,"6.3""",720x1600,13MP,1080,4GB,5000mAh,"৳15,000.00"
Symphony,2022,Android 11,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳11,490.00"
Symphony,2022,Android 12,"6.52""",720x1600,13MP,1080,4GB,5000mAh,"৳11,999.00"
BLU,2021,Android 10,"6.5""",720x1600,16MP,1080,4GB,5000mAh,"৳16,000.00"
Tecno,2020,Android 10,"6.6""",720x1600,16MP,1080,4GB,5000mAh,"৳11,990.00"
Walton,2021,Android 11,"6.55""",720x1600,16MP,1080,4GB,5000mAh,"৳16,999.00"
Motorola,2022,Android 12,"6.5""",720x1600,16MP,1080,4GB,5000mAh,"৳14,999.00"
Motorola,2020,Android 9.0,"6.5""",720x1600,16MP,1080,4GB,5000mAh,"৳14,999.00"
Lenovo,2020,Android 10,"6.5""",720x1600,48MP,1080,4GB,5000mAh,"৳12,000.00"
Motorola,2020,Android 10,"6.5""",720x1600,48MP,1080,4GB,5000mAh,"৳14,990.00"
LG,2021,Android 10,"6.55""",720x1600,48MP,1080,4GB,5000mAh,"৳18,000.00"
Infinix,2020,Android 10,"6.6""",720x1600,48MP,1080,4GB,5000mAh,"৳12,000.00"
TCL,2021,Android 10,"6.82""",720x1600,48MP,1080,4GB,5000mAh,"৳17,000.00"
Tecno, ,Android 10.0,"6.55""",720x1600,48MP,1080,4GB,5000mAh,"৳15,990.00"
Infinix,2020,Android 10.0,"6.6""",720x1600,48MP,1080,4GB,5000mAh,"৳15,000.00"
Motorola,2021,Android 11,"6.5""",720x1600,48MP,1080,4GB,5000mAh,"৳25,000.00"
Motorola,2021,Android 11,"6.5""",720x1600,48MP,1080,4GB,5000mAh,"৳26,000.00"
Motorola,2021,Android 11,"6.5""",720x1600,48MP,1080,4GB,5000mAh,"৳15,000.00"
Realme,2021,Android 11,"6.5""",720x1600,48MP,1080,4GB,5000mAh,"৳22,000.00"
Lenovo,2021,Android 11,"6.5""",720x1600,48MP,1080,4GB,5000mAh,"৳14,000.00"
Honor,2022,Android 11,"6.74""",720x1600,48MP,1080,4GB,5000mAh,"৳22,000.00"
Motorola,2023,Android 13,"6.5""",720x1600,48MP,1080,4GB,5000mAh,"৳45,000.00"
Samsung,2021,Android 11,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳22,000.00"
Realme,2021,Android 11,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳14,290.00"
Motorola,2022,Android 11,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳20,000.00"
Xiaomi,2022,Android 11,"6.71""",720x1600,50MP,1080,4GB,5000mAh,"৳14,999.00"
BLU,2022,Android 12,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳20,000.00"
Motorola,2022,Android 12,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳15,000.00"
Motorola,2022,Android 12,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳15,000.00"
BLU,2023,Android 12,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳22,000.00"
Realme,2023,Android 12,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳14,000.00"
Honor,2023,Android 12,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳15,000.00"
Lava,2022,Android 12,"6.52""",720x1600,50MP,1080,4GB,5000mAh,"৳20,000.00"
Lava,2022,Android 12,"6.52""",720x1600,50MP,1080,4GB,5000mAh,"৳15,000.00"
Samsung,2022,Android 12,"6.6""",720x1600,50MP,1080,4GB,5000mAh,"৳14,500.00"
Motorola,2023,Android 13,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳18,500.00"
Motorola,2023,Android 13,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳25,000.00"
Motorola,2024,Android 13,"6.5""",720x1600,50MP,1080,4GB,5000mAh,"৳20,000.00"
ZTE,2023,Android 13,"6.52""",720x1600,50MP,1080,4GB,5000mAh,"৳20,000.00"
Realme,2023,Android 13,"6.74""",720x1600,50MP,1080,4GB,5000mAh,"৳13,999.00"
Xiaomi,2023,Android 13,"6.74""",720x1600,50MP,1080,4GB,5000mAh,"৳16,000.00"
Symphony,2024,Android 13,"6.56""",720x1600,52MP,1080,4GB,5000mAh,"৳9,499.00"
Infinix,2022,Android 11,"6.6""",720x1600,8MP,1080,4GB,5000mAh,"৳10,999.00"
Walton,2023,Android 12,"6.6""",720x1600,8MP,1080,4GB,5000mAh,"৳8,499.00"
Vivo,2023,Android 13,"6.51""",720x1600,8MP,1080,4GB,5000mAh,"৳14,999.00"
Xiaomi,2023,Android 13,"6.52""",720x1600,8MP,1080,4GB,5000mAh,"৳11,000.00"
Realme,2020,Android 10,"6.5""",720x1600,13MP,2160,4GB,5000mAh,"৳14,000.00"
Motorola,2020,Android 10,"6.5""",720x1600,48MP,2160,4GB,5000mAh,"৳16,999.00"
Motorola,2020,Android 10,"6.5""",720x1600,48MP,2160,4GB,5000mAh,"৳14,000.00"
Motorola,2020,Android 10,"6.5""",720x1600,48MP,2160,4GB,5000mAh,"৳20,000.00"
Motorola,2021,Android 10,"6.5""",720x1600,48MP,2160,4GB,5000mAh,"৳35,000.00"
Realme,2020,Android 10.0,"6.5""",720x1600,48MP,2160,4GB,5000mAh,"৳19,500.00"
Realme,2019,Android 9.0,"6.5""",720x1600,48MP,2160,4GB,5000mAh,"৳15,000.00"
Symphony,2024,Android 13,"6.56""",720x1600,108MP,1080,6GB,5000mAh,"৳11,699.00"
Realme,2020,Android 10,"6.5""",720x1600,13MP,1080,6GB,5000mAh,"৳13,000.00"
Vivo,2020,Android 10,"6.51""",720x1600,13MP,1080,6GB,5000mAh,"৳20,000.00"
Oppo,2022,Android 11,"6.5""",720x1600,13MP,1080,6GB,5000mAh,"৳18,000.00"
Honor,2022,Android 11,"6.5""",720x1600,13MP,1080,6GB,5000mAh,"৳15,000.00"
Oppo,2021,Android 11,"6.52""",720x1600,13MP,1080,6GB,5000mAh,"৳20,000.00"
Realme,2023,Android 12,"6.5""",720x1600,13MP,1080,6GB,5000mAh,"৳18,000.00"
Gionee,2021,Android,"6.53""",720x1600,16MP,1080,6GB,5000mAh,"৳14,000.00"
Samsung,2021,Android 11,"6.5""",720x1600,48MP,1080,6GB,5000mAh,"৳23,000.00"
Samsung,2021,Android 11,"6.6""",720x1600,48MP,2160,6GB,5000mAh,"৳28,000.00"
Realme,2020,Android 10,"6.5""",720x1600,13MP,1080,6GB,5000mAh,"৳15,990.00"
Vivo,2021,Android 10,"6.51""",720x1600,13MP,1080,6GB,5000mAh,"৳17,990.00"
Oppo,2021,Android 11,"6.5""",720x1600,13MP,1080,6GB,5000mAh,"৳25,000.00"
Oppo,2021,Android 11,"6.5""",720x1600,13MP,1080,6GB,5000mAh,"৳25,000.00"
Vivo,2021,Android 11,"6.51""",720x1600,13MP,1080,6GB,5000mAh,"৳20,000.00"
Vivo,2021,Android 11,"6.51""",720x1600,13MP,1080,6GB,5000mAh,"৳20,000.00"
Vivo,2022,Android 11,"6.51""",720x1600,13MP,1080,6GB,5000mAh,"৳24,000.00"
Lava,2023,Android 12,"6.5""",720x1600,13MP,1080,6GB,5000mAh,"৳12,000.00"
LG,2021,Android 10,"6.55""",720x1600,48MP,1080,6GB,5000mAh,"৳20,000.00"
Realme,2021,Android 11,"6.5""",720x1600,48MP,1080,6GB,5000mAh,"৳19,990.00"
Honor,2022,Android 11,"6.5""",720x1600,48MP,1080,6GB,5000mAh,"৳25,000.00"
Motorola,2022,Android 12,"6.5""",720x1600,50MP,1080,6GB,5000mAh,"৳38,000.00"
Symphony,2023,Android 12,"6.6""",720x1600,50MP,1080,6GB,5000mAh,"৳11,999.00"
Motorola,2023,Android 13,"6.5""",720x1600,50MP,1080,6GB,5000mAh,"৳45,000.00"
BLU,2023,Android 13,"6.8""",720x1600,50MP,1080,6GB,5000mAh,"৳18,000.00"
Huawei,2022,HarmonyOS 2.0,"6.52""",720x1600,50MP,1080,6GB,5000mAh,"৳18,000.00"
Vivo,2020,Android 10,"6.51""",720x1600,13MP,1080,8GB,5000mAh,"৳20,000.00"
Vivo,2021,Android 11,"6.51""",720x1600,13MP,1080,8GB,5000mAh,"৳20,000.00"
Honor,2022,Android 11,"6.74""",720x1600,13MP,1080,8GB,5000mAh,"৳20,000.00"
Vivo,2022,Android 12,"6.51""",720x1600,13MP,1080,8GB,5000mAh,"৳20,000.00"
Lava,2023,Android 12,"6.5""",720x1600,50MP,1080,8GB,5000mAh,"৳14,000.00"
Walton,2023,Android 12,"6.6""",720x1600,50MP,1080,8GB,5000mAh,"৳14,999.00"
Lava,2023,Android 13,"6.5""",720x1600,50MP,1080,8GB,5000mAh,"৳15,000.00"
Motorola,2023,Android 13,"6.5""",720x1600,50MP,1080,8GB,5000mAh,"৳18,500.00"
Walton,2023,Android 12,"6.6""",720x1600,52MP,1080,8GB,5000mAh,"৳12,999.00"
Realme,2020,Android 10,"6.5""",720x1600,64MP,2160,8GB,5000mAh,"৳18,990.00"
Tecno,2020,Android 10,"6.6""",720x1600 ,48MP,3240,6GB,5000mAh,"৳15,000.00"
Realme,2024,Android 14,"6.67""",720x1604,50MP,1080,4GB,5000mAh,"৳15,000.00"
Realme,2024,Android 14,"6.67""",720x1604,50MP,1080,4GB,5000mAh,"৳15,000.00"
Realme,2024,Android 14,"6.67""",720x1604,50MP,1080,6GB,5000mAh,"৳18,000.00"
Infinix,2022,Android 11,"6.6""",720x1612,13MP,1080,2GB,5000mAh,"৳12,499.00"
Tecno,2022,Android 11,"6.6""",720x1612,13MP,1080,2GB,5000mAh,"৳13,490.00"
Itel,2022,Android 11,"6.6""",720x1612,8MP,1080,2GB,5000mAh,"৳8,000.00"
Tecno,2023,Android 12,"6.6""",720x1612,8MP,1080,2GB,5000mAh,"৳9,690.00"
Oppo,2022,Android 12,"6.56""",720x1612,13MP,1080,3GB,5000mAh,"৳18,990.00"
Infinix,2022,Android 12,"6.6""",720x1612,13MP,1080,3GB,5000mAh,"৳11,499.00"
Tecno,2023,Android 13,"6.6""",720x1612,13MP,1080,3GB,5000mAh,"৳10,690.00"
Tecno,2023,Android 13,"6.6""",720x1612,13MP,1080,3GB,5000mAh,"৳14,000.00"
Itel,2023,Android 13,"6.6""",720x1612,13MP,1080,3GB,5000mAh,"৳9,490.00"
Infinix,2023,Android 13,"6.6""",720x1612,13MP,1080,3GB,5000mAh,"৳10,499.00"
Tecno,2023,Android 12,"6.56""",720x1612,13MP,1080,3GB,5000mAh,"৳15,000.00"
Infinix,2023,Android 13,"6.6""",720x1612,13MP,1080,3GB,5000mAh,"৳10,000.00"
Oppo,2022,Android 12,"6.56""",720x1612,8MP,1080,3GB,5000mAh,"৳12,990.00"
Vivo,2024,Android 13,"6.56""",720x1612,13MP,1080,4GB,5000mAh,"৳20,000.00"
Vivo,2024,Android 13,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳20,000.00"
HMD,2024,Android 14,"6.65""",720x1612,50MP,1080,4GB,5000mAh,"৳20,000.00"
HMD,2024,Android 14,"6.65""",720x1612,50MP,1080,4GB,5000mAh,"৳20,000.00"
Oppo,2023,Android 13,"6.56""",720x1612,13MP,1080,4GB,5000mAh,"৳22,000.00"
HMD,2024,Android 14,"6.65""",720x1612,13MP,1080,4GB,5000mAh,"৳18,000.00"
Vivo,2022,Android 12,"6.55""",720x1612,50MP,1080,4GB,5000mAh,"৳19,999.00"
TCL,2023,Android 12,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳15,000.00"
Nokia,2023,Android 13,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳35,000.00"
Oppo,2023,Android 13,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳15,990.00"
Itel,2023,Android 13,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳15,000.00"
Motorola,2024,Android 14,"6.56""",720x1612,16MP,1080,4GB,5000mAh,"৳13,000.00"
Itel,2023,Android 12,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳10,490.00"
Infinix,2023,Android 13,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳13,999.00"
Tecno,2023,Android 13,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳12,999.00"
Itel,2024,Android 13,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳11,990.00"
Infinix,2024,Android 13,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳12,000.00"
Itel,2024,Android 13,"6.6""",720x1612,50MP,1080,4GB,5000mAh,"৳14,490.00"
Itel,2023,Android 13,"6.78""",720x1612,50MP,1080,4GB,5000mAh,"৳19,990.00"
Motorola,2024,Android 14,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳20,000.00"
Motorola,2024,Android 14,"6.56""",720x1612,50MP,1080,4GB,5000mAh,"৳22,000.00"
