Brand,Released Year,OS,Display (inches),Display (pixels),Camera,Camera Resolution,RAM,Battery Capacity,Price
BLU,2019,Android 8.1,"6.0""",720x1280,8MP,720,1GB,2800mAh,"৳6,000.00"
VeryKool,2017,Android 6.0,"5.5""",720x1280,8MP,1080,1GB,2800mAh,"৳7,990.00"
Samsung,2017,Android 7.0,"5.0""",720x1280,13MP,1080,2GB,2800mAh,"৳21,900.00"
Motorola,2018,Android 8.0,"5.2""",720x1280,8MP,1080,2GB,2800mAh,"৳3,490.00"
Motorola,2018,Android 8.0,"5.2""",720x1280,8MP,1080,2GB,2800mAh,"৳7,990.00"
Samsung,2019,Android 9.0,"5.0""",720x1280,16MP,1080,3GB,2800mAh,"৳24,990.00"
Nokia,2020,Android 9.0,"5.7""",720x1440,5MP,720,1GB,2800mAh,"৳10,000.00"
BLU,2019,Android 8.1,"6.0""",720x1440,8MP,720,1GB,2800mAh,"৳8,000.00"
Archos,2019,Android 9.0,"5.71""",720x1520,8MP,1080,3GB,2800mAh,"৳9,490.00"
Motorola,2020,Android 10,"6.2""",876x2142,48MP,2160,8GB,2800mAh,"৳156,000.00"
Apple,2020,iOS 14,"6.1""",1170x2532,12MP,2160,4GB,2815mAh,"৳117,999.00"
Apple,2020,iOS 14.1,"6.1""",1170x2532,12MP,2160,6GB,2815mAh,"৳146,999.00"
Wiko,2015,Android 5.1,"5.5""",720x1280,13MP,1080,2GB,2820mAh,"৳18,500.00"
Oppo,2016,Android 5.1,"5.5""",1080x1920,13MP,1080,4GB,2850mAh,"৳30,700.00"
Xiaomi,2017,Android 7.1,"5.15""",1080x1920,12MP,1080,3GB,2860mAh,"৳25,000.00"
Sony,2018,Android 8.0,"5.0""",1080x2160,19MP,2160,4GB,2870mAh,"৳60,990.00"
Sony,2019,Android 9.0,"6.0""",1080x2520,13MP,2160,4GB,2870mAh,"৳33,990.00"
LG,2018,Android 7.1,"5.3""",720x1280,13MP,1080,2GB,2880mAh,"৳17,000.00"
Samsung,2015,Android 5.1.1,"5.2""",1080x1920,13MP,1080,2GB,2900mAh,"৳26,900.00"
Apple,2016,iOS 10.0.1,"5.5""",1080x1920,12MP,2160,3GB,2900mAh,"৳65,000.00"
Oppo,2017,Android 5.1,"5.2""",720x1280,13MP,1080,3GB,2900mAh,"৳15,500.00"
Oppo,2016,Android 6.0,"5.2""",720x1280,13MP,1080,3GB,2900mAh,"৳18,000.00"
Symphony,2019,Android 9.0,"5.45""",720x1440,8MP,1080,1GB,2900mAh,"৳5,890.00"
Vodafone,2018,Android 8.1,"5.5""",720x1440,13MP,1080,2GB,2900mAh,"৳11,990.00"
Apple,2014,iOS 8,"5.5""",1080x1920,8MP,1080,1GB,2915mAh,"৳44,990.00"
Google,2018,Android 9.0,"5.5""",1080x2160,12MP,2160,4GB,2915mAh,"৳71,990.00"
Vodafone,2019,Android 9.0,"5.67""",720x1500,13MP,1080,2GB,2920mAh,"৳13,990.00"
Apple,2018,iOS 12,"6.1""",828x1792,12MP,2160,3GB,2942mAh,"৳82,000.00"
Huawei,2017,Android 7.0,"5.0""",1080x1920,12MP,1080,4GB,2950mAh,"৳29,700.00"
HTC,2018,Android 8.0,"6.0""",720x1440,13MP,1080,3GB,2965mAh,"৳25,500.00"
Nokia,2018,Android 8.0,"5.5""",1080x2160,16MP,1080,3GB,2970mAh,"৳21,990.00"
Nokia,2018,Android 8.0,"5.2""",720x1440,13MP,1080,3GB,2990mAh,"৳11,500.00"
BlackBerry,2018,Android 8.1,"4.5""",1080x1620,13MP,2160,4GB,3000mAh,"৳39,990.00"
Allview,2018,Android 7.0,"5.5""",1080x1920,13MP,1080,2GB,3000mAh,"৳9,900.00"
Huawei,2017,Android 7.0,"5.2""",1080x1920,12MP,1080,3GB,3000mAh,"৳20,200.00"
Samsung,2017,Android 6.0.1,"5.2""",1080x1920,16MP,1080,3GB,3000mAh,"৳36,900.00"
Acer,2016,Android 6.0,"5.5""",1080x1920,21MP,2160,3GB,3000mAh,"৳16,700.00"
Huawei,2017,Android 7.0,"5.2""",1080x1920,12MP,1080,4GB,3000mAh,"৳29,990.00"
Meizu,2018,Android 7.1.2,"5.46""",1080x1920,12MP,1080,4GB,3000mAh,"৳20,400.00"
Vivo,2016,Android 5.1,"5.2""",1080x1920,13MP,1080,4GB,3000mAh,"৳54,700.00"
Vivo,2016,Android 5.1,"5.5""",1080x1920,13MP,1080,4GB,3000mAh,"৳25,990.00"
Samsung,2017,Android 7.1,"5.5""",1080x1920,13MP,1080,4GB,3000mAh,"৳38,700.00"
Vivo,2016,Android 5.1,"5.7""",1080x1920,16MP,1080,4GB,3000mAh,"৳36,990.00"
BLU,2016,Android 6.0,"5.5""",1080x1920,16MP,1080,4GB,3000mAh,"৳27,900.00"
Nokia,2017,Android 7.1.1,"5.5""",1080x1920,16MP,1080,4GB,3000mAh,"৳22,500.00"
Xiaomi,2016,Android 6.0,"5.15""",1080x1920,16MP,2160,4GB,3000mAh,"৳28,750.00"
Nokia,2018,Android 8.1,"5.5""",1080x1920,16MP,2160,4GB,3000mAh,"৳29,100.00"
Meizu,2018,Android 7.1.2,"5.46""",1080x1920,20MP,2160,4GB,3000mAh,"৳41,300.00"
Asus,2017,Android 7,"5.2""",1080x1920,23MP,2160,4GB,3000mAh,"৳31,800.00"
Archos,2017,Android 6.0,"5.2""",1080x1920,13MP,2160,6GB,3000mAh,"৳38,600.00"
OnePlus,2016,Android 6.0.1,"5.5""",1080x1920,16MP,2160,6GB,3000mAh,"৳28,900.00"
Nokia,2017,Android 7.1.1,"5.2""",1080x1920,16MP,2160,6GB,3000mAh,"৳34,990.00"
Oppo,2017,Android 7.1.1,"5.5""",1080x1920,20MP,2160,6GB,3000mAh,"৳41,500.00"
Alcatel,2018,Android 8.0,"6.0""",1080x2160,12MP,1080,2GB,3000mAh,"৳18,990.00"
Tecno,2018,Android 8.1,"5.5""",1080x2160,13MP,1080,3GB,3000mAh,"৳11,690.00"
Lava,2018,Android 8.1,"5.7""",1080x2160,13MP,1080,3GB,3000mAh,"৳13,500.00"
Huawei,2017,Android 8.0,"5.65""",1080x2160,13MP,1080,4GB,3000mAh,"৳26,990.00"
LG,2018,Android 8.1,"5.5""",1080x2160,16MP,1080,4GB,3000mAh,"৳43,990.00"
Fairphone,2019,Android 9.0,"5.65""",1080x2160,12MP,2160,4GB,3000mAh,"৳46,000.00"
Lenovo,2018,Android 8.0,"5.7""",1080x2160,13MP,2160,4GB,3000mAh,"৳17,990.00"
Motorola,2018,Android 8.1,"6.01""",1080x2160,12MP,2160,6GB,3000mAh,"৳28,990.00"
Motorola,2018,Android 8.1,"6.01""",1080x2160,12MP,2160,6GB,3000mAh,"৳46,990.00"
Xiaomi,2018,Android 8.1,"5.99""",1080x2160,20MP,2160,6GB,3000mAh,"৳23,999.00"
Carbon Mobile,2021,Android 10,"6.01""",1080x2160,16MP,2160,8GB,3000mAh,"৳85,000.00"
Samsung,2018,Android 7.1.1,"5.6""",1080x2220,16MP,1080,4GB,3000mAh,"৳46,000.00"
Google,2019,Android 9.0,"5.6""",1080x2220,12MP,2160,4GB,3000mAh,"৳34,990.00"
Samsung,2018,Android 8.0,"5.8""",1080x2220,16MP,2160,4GB,3000mAh,"৳53,900.00"
Allview,2018,Android 8.1,"6.2""",1080x2240,16MP,1080,4GB,3000mAh,"৳30,000.00"
Panasonic,2018,Android 8.1,"6.18""",1080x2240,16MP,1080,6GB,3000mAh,"৳33,790.00"
Motorola,2018,Android 8.0,"6.2""",1080x2240,16MP,2160,6GB,3000mAh,"৳28,990.00"
Xiaomi,2018,Android 8.1,"6.21""",1080x2240,12MP,2160,8GB,3000mAh,"৳47,990.00"
Xiaomi,2018,Android 8.1,"6.21""",1080x2240,12MP,2160,8GB,3000mAh,"৳49,990.00"
Motorola,2019,Android 9.0,"6.2""",1080x2270,12MP,2160,4GB,3000mAh,"৳19,990.00"
Motorola,2019,Android 9.0,"6.2""",1080x2270,16MP,2160,4GB,3000mAh,"৳28,990.00"
T-Mobile,2019,Android 9.0,"6.24""",1080x2270,16MP,2160,4GB,3000mAh,"৳30,000.00"
Xiaomi,2018,Android 9.0,"5.84""",1080x2280,12MP,1080,4GB,3000mAh,"৳15,990.00"
Honor,2018,Android 8.0,"5.84""",1080x2280,13MP,1080,4GB,3000mAh,"৳21,990.00"
Huawei,2018,Android 8.0,"5.84""",1080x2280,16MP,1080,4GB,3000mAh,"৳24,990.00"
Huawei,2018,Android 8.1,"5.84""",1080x2280,16MP,1080,4GB,3000mAh,"৳27,990.00"
Sony,2019,Android 9.0 ,"6.5""",1080x2520,12MP,2160,4GB,3000mAh,"৳41,490.00"
Samsung,2016,Android 6.0,"5.1""",1440x2560,12MP,2160,4GB,3000mAh,"৳26,990.00"
BlackBerry,2016,Android 6.0,"5.5""",1440x2560,21MP,2160,4GB,3000mAh,"৳45,400.00"
Samsung,2017,Android 7.0,"5.8""",1440x2960,12MP,2160,4GB,3000mAh,"৳69,990.00"
Samsung,2018,Android 8.0,"5.8""",1440x2960,12MP,2160,4GB,3000mAh,"৳90,990.00"
LG,2018,Android 8.1,"6.1""",1440x3120,16MP,2160,4GB,3000mAh,"৳57,990.00"
LG,2018,Android 8.0,"6.1""",1440x3120,16MP,2160,6GB,3000mAh,"৳52,990.00"
Symphony,2019,Android 9.0,"6.26""",1560x720,13MP,1080,3GB,3000mAh,"৳8,990.00"
Symphony,2019,Android 8.1,"5.45""",440x720,13MP,720,2GB,3000mAh,"৳6,490.00"
Doogee,2023,Android 13,"4.5""",480x1170,50MP,1080,8GB,3000mAh,"৳25,000.00"
Energizer,2022,Android 11,"5.0""",480x854,5MP,1080,1GB,3000mAh,"৳8,000.00"
Lava,2020,Android 9,"5.0""",480x854,5MP,720,2GB,3000mAh,"৳13,000.00"
Energizer,2023,Android 13,"5.0""",480x854,5MP,1080,2GB,3000mAh,"৳10,000.00"
ZTE,2021,Android 11,"6.0""",480x960,5MP,720,1GB,3000mAh,"৳18,000.00"
BLU,2021,Android 10,"6.0""",480x960,8MP,720,1GB,3000mAh,"৳7,000.00"
Symphony,2022,Android 10,"5.7""",480x960,5MP,1080,1GB,3000mAh,"৳5,990.00"
Walton,2021,Android 10,"5.99""",480x960,8MP,1080,1GB,3000mAh,"৳5,799.00"
BLU,2023,Android 13,"6.26""",480x960,5MP,1080,2GB,3000mAh,"৳8,000.00"
Wiko,2020,Android 10,"5.99""",480x960,8MP,1080,2GB,3000mAh,"৳7,000.00"
BLU,2018,Android 7.0,"5.5""",640x1280,8MP,720,1GB,3000mAh,"৳8,250.00"
Samsung,2015,Android 5.1,"5.5""",720x1280,13MP,1080,1.5GB,3000mAh,"৳19,000.00"
BLU,2016,Android 6.0,"5.0""",720x1280,8MP,1080,1GB,3000mAh,"৳6,300.00"
BLU,2016,Android 6.0,"5.0""",720x1280,8MP,1080,1GB,3000mAh,"৳7,200.00"
Xiaomi,2019,Android 8.1,"5.0""",720x1280,8MP,1080,1GB,3000mAh,"৳6,999.00"
Huawei,2017,Android 6.0,"5.0""",720x1280,13MP,1080,2GB,3000mAh,"৳13,500.00"
Samsung,2016,Android 6.0.1,"5.5""",720x1280,13MP,1080,2GB,3000mAh,"৳13,990.00"
LG,2018,Android 7.0,"5.3""",720x1280,13MP,1080,2GB,3000mAh,"৳28,400.00"
Samsung,2017,Android 7.0,"5.5""",720x1280,13MP,1080,2GB,3000mAh,"৳12,900.00"
T-Mobile,2017,Android 7.0,"5.5""",720x1280,13MP,1080,2GB,3000mAh,"৳10,590.00"
Samsung,2018,Android 8.0,"5.5""",720x1280,13MP,1080,2GB,3000mAh,"৳11,990.00"
Huawei,2017,Android 6.0,"5.0""",720x1280,8MP,1080,2GB,3000mAh,"৳10,990.00"
Vivo,2017,Android 6,"5.5""",720x1280,13MP,1080,3GB,3000mAh,"৳19,000.00"
Samsung,2017,Android 7.0,"5.2""",720x1280,13MP,1080,3GB,3000mAh,"৳16,200.00"
Micromax,2017,Android 7.0,"5.2""",720x1280,13MP,1080,3GB,3000mAh,"৳11,800.00"
Vivo,2017,Android 7.0,"5.5""",720x1280,13MP,1080,3GB,3000mAh,"৳19,290.00"
Oppo,2017,Android 7.1,"5.2""",720x1280,13MP,1080,3GB,3000mAh,"৳12,500.00"
Oppo,2018,Android 7.1,"5.2""",720x1280,13MP,1080,3GB,3000mAh,"৳12,500.00"
Vivo,2017,Android 7.1,"5.5""",720x1280,13MP,1080,3GB,3000mAh,"৳16,990.00"
Nokia,2017,Android 7.1.1,"5.2""",720x1280,13MP,1080,3GB,3000mAh,"৳17,500.00"
Xiaomi,2017,Android 7.1.2,"5.0""",720x1280,13MP,1080,3GB,3000mAh,"৳10,750.00"
LG,2018,Android 7.1.2,"5.3""",720x1280,13MP,1080,3GB,3000mAh,"৳11,700.00"
LG,2018,Android 7.1.2,"5.3""",720x1280,13MP,1080,3GB,3000mAh,"৳26,900.00"
Vivo,2017,Android 6,"5.5""",720x1280,13MP,1080,4GB,3000mAh,"৳25,500.00"
Vivo,2016,Android 6.0,"5.5""",720x1280,13MP,1080,4GB,3000mAh,"৳22,190.00"
Vivo,2016,Android 6.0,"5.5""",720x1280,13MP,1080,4GB,3000mAh,"৳23,000.00"
BlackBerry,2017,Android 7.0,"5.5""",720x1280,13MP,1080,4GB,3000mAh,"৳21,500.00"
Samsung,2018,Android 8.0,"5.5""",720x1280,13MP,1080,4GB,3000mAh,"৳24,990.00"
Tecno,2018,Android 8.1,5.5'',720x1440,13MP,1080,2GB,3000mAh,"৳8,990.00"
Nokia,2021,Android 11,"5.45""",720x1440,5MP,720,1GB,3000mAh,"৳8,000.00"
BLU,2020,Android 10,"5.7""",720x1440,8MP,720,1GB,3000mAh,"৳6,000.00"
Itel,2019,Android 9.0,"6.0""",720x1440,8MP,720,1GB,3000mAh,"৳6,990.00"
BLU,2018,Android 7.0,"5.7""",720x1440,13MP,1080,1GB,3000mAh,"৳9,990.00"
BLU,2020,Android 10,"5.7""",720x1440,8MP,1080,1GB,3000mAh,"৳7,000.00"
Walton,2022,Android 11,"5.45""",720x1440,8MP,1080,1GB,3000mAh,"৳6,999.00"
Alcatel,2018,Android 7.1,"6.0""",720x1440,8MP,1080,1GB,3000mAh,"৳9,999.00"
Walton,2018,Android 8.1,"5.45""",720x1440,13MP,720,2GB,3000mAh,"৳8,999.00"
ZTE,2021,Android 11,"5.45""",720x1440,8MP,720,2GB,3000mAh,"৳7,000.00"
BLU,2018,Android 7.1.1,"5.5""",720x1440,12MP,1080,2GB,3000mAh,"৳11,990.00"
Alcatel,2020,Android 10.0,"5.5""",720x1440,13MP,1080,2GB,3000mAh,"৳7,500.00"
Lava,2018,Android 7.1,"5.7""",720x1440,13MP,1080,2GB,3000mAh,"৳10,990.00"
Meizu,2018,Android 8.0,"5.45""",720x1440,13MP,1080,2GB,3000mAh,"৳8,990.00"
Huawei,2018,Android 8.0,"5.7""",720x1440,13MP,1080,2GB,3000mAh,"৳12,490.00"
Huawei,2018,Android 8.0,"5.99""",720x1440,13MP,1080,2GB,3000mAh,"৳13,490.00"
Asus,2018,Android 8.0 ,"5.45""",720x1440,13MP,1080,2GB,3000mAh,"৳7,990.00"
Asus,2018,Android 8.0,"5.5""",720x1440,13MP,1080,2GB,3000mAh,"৳9,490.00"
Alcatel,2019,Android 8.1,"5.5""",720x1440,13MP,1080,2GB,3000mAh,"৳10,490.00"
HTC,2019,Android 9.0,"5.45""",720x1440,13MP,1080,2GB,3000mAh,"৳14,000.00"
Motorola,2019,Android 9.0,"5.5""",720x1440,13MP,1080,2GB,3000mAh,"৳13,000.00"
BLU,2019,Android 9.0,"5.5""",720x1440,13MP,1080,2GB,3000mAh,"৳6,990.00"
Motorola,2019,Android 9.0,"5.5""",720x1440,13MP,1080,2GB,3000mAh,"৳10,000.00"
BLU,2019,Android 9.0,"5.5""",720x1440,13MP,1080,2GB,3000mAh,"৳7,000.00"
BLU,2019,Android 9.0,"6.0""",720x1440,13MP,1080,2GB,3000mAh,"৳8,500.00"
BLU,2020,Android 9.0,"6.0""",720x1440,13MP,1080,2GB,3000mAh,"৳7,000.00"
Symphony,2022,Android 11,"5.7""",720x1440,5MP,1080,2GB,3000mAh,"৳7,400.00"
Nokia,2020,Android 10,"5.45""",720x1440,8MP,1080,2GB,3000mAh,"৳6,000.00"
Nokia,2020,Android 10,"5.45""",720x1440,8MP,1080,2GB,3000mAh,"৳10,000.00"
HTC,2020,Android 10,"5.45""",720x1440,8MP,1080,2GB,3000mAh,"৳9,000.00"
Alcatel,2022,Android 11,"5.5""",720x1440,8MP,1080,2GB,3000mAh,"৳12,000.00"
Symphony,2021,Android 11,"5.7""",720x1440,8MP,1080,2GB,3000mAh,"৳6,990.00"
Micromax,2018,Android 7.0,"5.7""",720x1440,8MP,1080,2GB,3000mAh,"৳8,650.00"
Lava,2018,Android 8.0,"5.45""",720x1440,8MP,1080,2GB,3000mAh,"৳7,650.00"
Symphony,2019,Android 9.0,"5.45""",720x1440,8MP,1080,2GB,3000mAh,"৳6,390.00"
Lenovo,2018,Android 7.1,"5.7""",720x1440,13MP,720,3GB,3000mAh,"৳13,500.00"
Alcatel,2018,Android 7.1,"5.7""",720x1440,12MP,1080,3GB,3000mAh,"৳23,400.00"
HTC,2023,Android,"6.0""",720x1440,13MP,1080,3GB,3000mAh,"৳12,000.00"
BLU,2022,Android 11,"6.0""",720x1440,13MP,1080,3GB,3000mAh,"৳12,000.00"
BLU,2018,Android 7.0,"5.7""",720x1440,13MP,1080,3GB,3000mAh,"৳10,900.00"
Alcatel,2018,Android 7.1,"5.7""",720x1440,13MP,1080,3GB,3000mAh,"৳17,990.00"
Lava,2018,Android 7.1,"5.7""",720x1440,13MP,1080,3GB,3000mAh,"৳12,750.00"
BLU,2018,Android 7.1.2,"6.0""",720x1440,13MP,1080,3GB,3000mAh,"৳18,500.00"
Meizu,2018,Android 8.0,"5.45""",720x1440,13MP,1080,3GB,3000mAh,"৳10,800.00"
BLU,2018,Android 8.0,"5.5""",720x1440,13MP,1080,3GB,3000mAh,"৳18,000.00"
Huawei,2018,Android 8.0,"5.7""",720x1440,13MP,1080,3GB,3000mAh,"৳12,490.00"
Panasonic,2018,Android 8.0,"5.7""",720x1440,13MP,1080,3GB,3000mAh,"৳10,500.00"
Lenovo,2018,Android 8.0,"5.7""",720x1440,13MP,1080,3GB,3000mAh,"৳11,990.00"
Huawei,2018,Android 8.0,"5.99""",720x1440,13MP,1080,3GB,3000mAh,"৳15,990.00"
Huawei,2018,Android 8.0,"5.99""",720x1440,13MP,1080,3GB,3000mAh,"৳22,500.00"
Xiaomi,2018,Android 8.1,"5.45""",720x1440,13MP,1080,3GB,3000mAh,"৳9,499.00"
Lenovo,2018,Android 8.1,"5.7""",720x1440,13MP,1080,3GB,3000mAh,"৳10,200.00"
Allview,2019,Android 8.1,"5.99""",720x1440,13MP,1080,3GB,3000mAh,"৳13,990.00"
Meizu,2018,Android 7.0,"5.7""",720x1440,16MP,1080,3GB,3000mAh,"৳14,990.00"
TCL,2021,Android 11,"5.5""",720x1440,8MP,1080,3GB,3000mAh,"৳5,000.00"
TCL,2021,Android 11,"5.5""",720x1440,8MP,1080,3GB,3000mAh,"৳10,000.00"
Xiaomi,2018,Android 8.1,"5.45""",720x1440,12MP,1080,4GB,3000mAh,"৳12,990.00"
Honor,2018,Android 8.0,"5.99""",720x1440,13MP,1080,4GB,3000mAh,"৳13,990.00"
Vivo,2017,Android 7.1.2,"5.7""",720x1440,16MP,1080,4GB,3000mAh,"৳21,990.00"
Micromax,2017,Android 8.0,"5.7""",720x1440,16MP,1080,4GB,3000mAh,"৳17,790.00"
Samsung,2020,Android 10,"5.3""",720x1480,8MP,1080,2GB,3000mAh,"৳9,000.00"
Samsung,2020,Android 10,"5.3""",720x1480,8MP,1080,2GB,3000mAh,"৳7,999.00"
Samsung,2018,Android 8.0,"5.6""",720x1480,13MP,1080,4GB,3000mAh,"৳14,990.00"
Samsung,2018,Android 8.0,"5.6""",720x1480,13MP,1080,4GB,3000mAh,"৳16,200.00"
Samsung,2018,Android 8.0,"5.6""",720x1480,16MP,1080,4GB,3000mAh,"৳27,900.00"
BLU,2019,Android 8.1,"6.2""",720x1500,13MP,1080,2GB,3000mAh,"৳9,990.00"
Motorola,2019,Android 9.0,"5.7""",720x1512,13MP,1080,2GB,3000mAh,"৳14,990.00"
Nokia,2020,Android 10.0,"5.71""",720x1520,8MP,720,1GB,3000mAh,"৳9,500.00"
LG,2020,Android 10,"5.7""",720x1520,13MP,1080,2GB,3000mAh,"৳12,000.00"
LG,2020,Android 10,"5.7""",720x1520,13MP,1080,3GB,3000mAh,"৳15,000.00"
Walton,2019,Android 9,"5.9""",720x1520,13MP,1080,3GB,3000mAh,"৳9,499.00"
T-Mobile,2019,Android 9.0,"5.7""",720x1520,13MP,1080,3GB,3000mAh,"৳17,000.00"
Coolpad,2019,Android 9.0,"5.71""",720x1520,13MP,1080,3GB,3000mAh,"৳7,500.00"
Nokia,2019,Android 9.0,"5.71""",720x1520,13MP,1080,3GB,3000mAh,"৳9,999.00"
Nokia,2019,Android 9.0,"5.71""",720x1520,13MP,1080,3GB,3000mAh,"৳13,999.00"
BLU,2018,Android 8.1,"5.9""",720x1520,16MP,1080,3GB,3000mAh,"৳17,500.00"
Allview,2018,Android 8.1,"5.86""",720x1520,16MP,1080,4GB,3000mAh,"৳27,990.00"
Archos,2019,Android 9.0,"6.26""",720x1520,8MP,1080,4GB,3000mAh,"৳12,490.00"
Motorola,2018,Android 8.1,"5.9""",720x1520,13MP,2160,4GB,3000mAh,"৳20,990.00"
Wiko,2018,Android 8.0,"6.0""",720x1528,13MP,1080,3GB,3000mAh,"৳15,700.00"
Wiko,2018,Android 8.0,"6.0""",720x1528,16MP,1080,4GB,3000mAh,"৳22,500.00"
BLU,2022,Android 11,"6.1""",720x1560,8MP,1080,1GB,3000mAh,"৳6,000.00"
Motorola,2019,Android 9.0,"6.1""",720x1560,13MP,1080,2GB,3000mAh,"৳16,995.00"
Tecno,2019,Android 9,"6.1""",720x1560,8MP,720,2GB,3000mAh,"৳7,490.00"
Walton,2020,Android 10,"6.1""",720x1560,13MP,1080,2GB,3000mAh,"৳6,799.00"
Motorola,2021,Android 10,"6.1""",720x1560,13MP,1080,2GB,3000mAh,"৳20,000.00"
Samsung,2020,Android 10.0,"5.7""",720x1560,13MP,1080,2GB,3000mAh,"৳9,999.00"
Alcatel,2022,Android 11,"6.1""",720x1560,13MP,1080,2GB,3000mAh,"৳12,000.00"
Motorola,2020,Android 9.0,"6.1""",720x1560,13MP,1080,2GB,3000mAh,"৳10,000.00"
LG,2020,Android 10,"5.5""",720x1560,8MP,1080,2GB,3000mAh,"৳10,000.00"
Symphony,2020,Android 10,"5.99""",720x1560,8MP,1080,2GB,3000mAh,"৳6,295.00"
Nokia,2023,Android 12,"6.3""",720x1560,13MP,1080,3GB,3000mAh,"৳12,000.00"
Nokia,2023,Android 13,"6.3""",720x1560,13MP,1080,3GB,3000mAh,"৳12,000.00"
Samsung,2019,Android 9.0,"5.8""",720x1560,13MP,1080,3GB,3000mAh,"৳16,990.00"
HTC,2019,Android 9.0,"6.09""",720x1560,13MP,1080,3GB,3000mAh,"৳10,000.00"
Tecno,2019,Android 9.0,"6.1""",720x1560,13MP,1080,3GB,3000mAh,"৳10,490.00"
HTC,2019,Android 9.0,"6.09""",720x1560,16MP,1080,3GB,3000mAh,"৳13,000.00"
LG,2020,Android 10,"6.2""",720x1560 ,13MP,1080,2GB,3000mAh,"৳15,000.00"
Nokia,2021,Android 11,"6.52""",720x1600,5MP,720,2GB,3000mAh,"৳11,000.00"
Nokia,2021,Android 11,"6.52""",720x1600,5MP,720,2GB,3000mAh,"৳9,000.00"
TCL,2023,Android 12,"6.0""",720x1600,8MP,1080,2GB,3000mAh,"৳10,000.00"
Nokia,2022,Android 11,"6.5""",720x1600,8MP,720,2GB,3000mAh,"৳10,000.00"
Nokia,2023,Android 12,"6.3""",720x1600,8MP,1080,2GB,3000mAh,"৳15,000.00"
Alcatel,2021,Android 11,"6.1""",720x1600,13MP,1080,2GB,3000mAh,"৳13,000.00"
Symphony,2020,Android 10.0,"5.7""",720x1600,8MP,1080,2GB,3000mAh,"৳6,190.00"
HTC,2023,Android 12,"6.52""",720x1600,8MP,1080,2GB,3000mAh,"৳12,000.00"
Walton,2020,Android 9.0,"5.67""",720x1600,8MP,1080,2GB,3000mAh,"৳7,999.00"
Samsung,2021,Android 11,"5.3""",900x1600,16MP,1080,4GB,3000mAh,"৳35,000.00"
Symphony,2016,Android 5.1,"4.7""",960x540,8MP,720,1GB,3000mAh,"৳5,990.00"
Oppo,2016,Android 6.0.1,"5.5""",1080x1920,16MP,2160,4GB,3010mAh,"৳41,300.00"
Meizu,2018,Android 8.0,"6.0""",1080x2160,20MP,2160,8GB,3010mAh,"৳39,990.00"
Itel,2019,Android 9.0,"5.0""",480x854,5MP,720,1GB,3020mAh,"৳4,990.00"
Itel,2022,Android 11,"5.0""",480x854,2MP,720,2GB,3020mAh,"৳8,000.00"
Itel,2020,Android 9.0,"5""",480x854,5MP,720,2GB,3020mAh,"৳8,500.00"
Itel,2020,Android 9.0,"5.5""",480x960,5MP,720,1GB,3020mAh,"৳5,290.00"
Itel,2021,Android 10,"5.7""",720x1080,5MP,720,1GB,3020mAh,"৳6,000.00"
Huawei,2017,Android 7.0,"5.0""",720x1280,13MP,1080,2GB,3020mAh,"৳14,990.00"
Huawei,2017,Android 6.0,"5.0""",720x1280,13MP,1080,3GB,3020mAh,"৳20,990.00"
Huawei,2018,Android 8.1,"5.45""",720x1440,8MP,1080,1GB,3020mAh,"৳8,999.00"
Huawei,2018,Android 8.1,"5.45""",720x1440,13MP,1080,2GB,3020mAh,"৳9,599.00"
Honor,2018,Android 8.1,"5.45""",720x1440,13MP,1080,2GB,3020mAh,"৳9,599.00"
Huawei,2020,Android 10,"5.45""",720x1440,8MP,1080,2GB,3020mAh,"৳9,999.00"
Honor,2020,Android 10,"5.45""",720x1440,8MP,1080,2GB,3020mAh,"৳8,500.00"
Itel,2022,Android 11,"5.0""",720x1520,2MP,720,2GB,3020mAh,"৳6,990.00"
Itel,2021,Android 10,"5.7""",720x1520,5MP,720,2GB,3020mAh,"৳7,190.00"
Tecno,2022,Android 10,"5.7""",720x1520,5MP,720,2GB,3020mAh,"৳10,000.00"
Huawei,2019,Android 9.0,"5.71""",720x1520,13MP,1080,2GB,3020mAh,"৳11,499.00"
Honor,2019,Android 9.0,"5.71""",720x1520,13MP,1080,3GB,3020mAh,"৳10,499.00"
Honor,2020,Android 9.0,"5.71""",720x1520,13MP,1080,3GB,3020mAh,"৳12,000.00"
Honor,2020,Android 9.0,"6.09""",720x1560,13MP,1080,2GB,3020mAh,"৳11,000.00"
Huawei,2019,Android 9.0,"6.09""",720x1560,13MP,1080,2GB,3020mAh,"৳13,990.00"
Honor,2019,Android 9.0,"6.1""",720x1560,13MP,1080,2GB,3020mAh,"৳11,999.00"
Honor,2019,Android 9.0,"6.09""",720x1560,13MP,1080,3GB,3020mAh,"৳19,990.00"
Huawei,2019,Android 9.0,"6.09""",720x1560,13MP,1080,3GB,3020mAh,"৳8,000.00"
Honor,2019,Android 9.0,"6.09""",720x1560,13MP,1080,3GB,3020mAh,"৳9,990.00"
Huawei,2019,Android 9.0,"6.09""",720x1560,13MP,1080,3GB,3020mAh,"৳12,999.00"
Honor,2020,Android 9.0,"6.09""",720x1560,13MP,1080,3GB,3020mAh,"৳14,000.00"
Huawei,2020,Android 9.0,"6.09""",720x1560,13MP,1080,3GB,3020mAh,"৳12,599.00"
Fairphone,2020,Android 10,"5.65""",1080x2160,48MP,2160,4GB,3040mAh,"৳48,000.00"
